ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2025-02-03,-0.049325705884830234,36934182989,0,0.0,0.0,-0.0,0.049325705884830234,,0.0
2025-02-10,-0.05901273400035071,36934182989,0,0.0,0.0,-0.0,0.05901273400035071,,0.0
2025-02-17,-0.037608400311187624,36934182989,0,0.0,0.0,-0.0,0.037608400311187624,,0.0
2025-02-24,-0.016889678349605936,36934182989,0,0.0,0.0,-0.0,0.016889678349605936,,0.0
2025-02-03,-0.02449581688835578,38854719931,0,0.0,0.0,-0.0,0.02449581688835578,,0.0
2025-02-10,-0.05699834783298882,38854719931,0,0.0,0.0,-0.0,0.05699834783298882,,0.0
2025-02-17,0.12693305501689717,38854719931,0,0.0,0.0,0.0,0.12693305501689717,,0.0
2025-02-24,0.41044778492935285,38854719931,0,0.0,0.0,0.0,0.41044778492935285,,0.0
2025-02-03,0.5987400875236703,39231034278,0,0.0,0.0,0.0,0.5987400875236703,,0.0
2025-02-10,0.5165518450480985,39231034278,0,0.0,0.0,0.0,0.5165518450480985,,0.0
2025-02-17,0.6147460623849966,39231034278,0,0.0,0.0,0.0,0.6147460623849966,,0.0
2025-02-24,0.8016581043296116,39231034278,0,0.0,0.0,0.0,0.8016581043296116,,0.0
2025-02-03,0.8982837351885334,39233855712,0,0.0,0.0,0.0,0.8982837351885334,,0.0
2025-02-10,0.9818261313974781,39233855712,0,0.0,0.0,0.0,0.9818261313974781,,0.0
2025-02-17,0.9740188985526517,39233855712,1,,0.0,0.0,0.02598110144734833,0.02598110144734833,
2025-02-24,0.8957450420905164,39233855712,2,,0.0,0.0,1.1042549579094836,0.5521274789547418,
2025-02-03,1.551217533682128,40790539263,1,,0.0,0.0,0.5512175336821279,0.5512175336821279,
2025-02-10,1.1330001085822523,40790539263,1,,0.0,0.0,0.1330001085822523,0.1330001085822523,
2025-02-17,0.7168395825065192,40790539263,0,0.0,0.0,0.0,0.7168395825065192,,0.0
2025-02-24,0.6656587955105074,40790539263,1,,0.0,0.0,0.33434120448949256,0.33434120448949256,
2025-02-03,2.115007121485424,41273568359,2,,0.0,0.0,0.1150071214854238,0.0575035607427119,
2025-02-10,2.5914169520269077,41273568359,2,,0.0,0.0,0.5914169520269077,0.29570847601345385,
2025-02-17,2.719305171318343,41273568359,3,0.0,0.0,0.0,0.28069482868165707,0.09356494289388569,0.0
2025-02-24,2.3646928025542326,41273568359,1,0.0,0.0,0.0,1.3646928025542326,1.3646928025542326,0.0
2025-02-03,-0.002055699974662706,3238598023,0,0.0,0.0,-0.0,0.002055699974662706,,0.0
2025-02-10,0.05179465653882581,3238598023,0,0.0,0.0,0.0,0.05179465653882581,,0.0
2025-02-17,0.2528511921998354,3238598023,0,0.0,0.0,0.0,0.2528511921998354,,0.0
2025-02-24,0.5588594251479252,3238598023,0,0.0,0.0,0.0,0.5588594251479252,,0.0
2025-02-03,0.837240073630104,36952764350,0,0.0,0.0,0.0,0.837240073630104,,0.0
2025-02-10,1.071015937474747,36952764350,1,0.0,0.0,0.0,0.07101593747474699,0.07101593747474699,0.0
2025-02-17,1.0080879558050593,36952764350,0,0.0,0.0,0.0,1.0080879558050593,,0.0
2025-02-24,0.7063287468691614,36952764350,0,0.0,0.0,0.0,0.7063287468691614,,0.0
2025-02-03,0.26331698334754217,36952921551,0,0.0,0.0,0.0,0.26331698334754217,,0.0
2025-02-10,0.10852722889931195,36952921551,0,0.0,0.0,0.0,0.10852722889931195,,0.0
2025-02-17,0.21815229971349448,36952921551,0,0.0,0.0,0.0,0.21815229971349448,,0.0
2025-02-24,0.4562908375753321,36952921551,0,0.0,0.0,0.0,0.4562908375753321,,0.0
2025-02-03,0.4970798033794416,36952968358,0,0.0,0.0,0.0,0.4970798033794416,,0.0
2025-02-10,0.4554379289911041,36952968358,2,,0.0,0.0,1.5445620710088959,0.7722810355044479,
2025-02-17,0.32212054956476727,36952968358,1,0.0,0.0,0.0,0.6778794504352328,0.6778794504352328,0.0
2025-02-24,0.23820499932086384,36952968358,0,,0.0,0.0,0.23820499932086384,,
2025-02-03,1.7480255200691788,42834137936,0,0.0,0.0,0.0,1.7480255200691788,,0.0
2025-02-10,1.8162434795280955,42834137936,0,0.0,0.0,0.0,1.8162434795280955,,0.0
2025-02-17,1.6341548542744833,42834137936,0,0.0,0.0,0.0,1.6341548542744833,,0.0
2025-02-24,1.5885644292719419,42834137936,1,0.0,0.0,0.0,0.5885644292719419,0.5885644292719419,0.0
2025-02-03,0.10225433819159999,42931108441,0,0.0,0.0,0.0,0.10225433819159999,,0.0
2025-02-10,0.08781162006252809,42931108441,1,0.0,0.0,0.0,0.9121883799374719,0.9121883799374719,0.0
2025-02-17,0.04221124489425902,42931108441,0,0.0,0.0,0.0,0.04221124489425902,,0.0
2025-02-24,0.03172176613454364,42931108441,0,0.0,0.0,0.0,0.03172176613454364,,0.0
2025-02-03,0.06292934949390053,32527221461,0,0.0,0.0,0.0,0.06292934949390053,,0.0
2025-02-10,-0.008844080574073099,32527221461,0,0.0,0.0,-0.0,0.008844080574073099,,0.0
2025-02-17,-0.03443067929460073,32527221461,0,0.0,0.0,-0.0,0.03443067929460073,,0.0
2025-02-24,-0.013909753981426576,32527221461,0,0.0,0.0,-0.0,0.013909753981426576,,0.0
2025-02-03,5.466059951921497,32527222047,0,0.0,0.0,0.0,5.466059951921497,,0.0
2025-02-10,5.612766445489309,32527222047,0,0.0,0.0,0.0,5.612766445489309,,0.0
2025-02-17,5.239168419243952,32527222047,0,0.0,0.0,0.0,5.239168419243952,,0.0
2025-02-24,5.069806682010517,32527222047,1,0.0,0.0,0.0,4.069806682010517,4.069806682010517,0.0
2025-02-03,0.918801483832431,32527222347,0,0.0,0.0,0.0,0.918801483832431,,0.0
2025-02-10,1.3100598410385036,32527222347,0,0.0,0.0,0.0,1.3100598410385036,,0.0
2025-02-17,1.475028775653399,32527222347,0,0.0,0.0,0.0,1.475028775653399,,0.0
2025-02-24,1.294341141599502,32527222347,1,0.0,0.0,0.0,0.2943411415995021,0.2943411415995021,0.0
2025-02-03,0.027814815450311087,3252722291,0,0.0,0.0,0.0,0.027814815450311087,,0.0
2025-02-10,0.07410347431636702,3252722291,0,0.0,0.0,0.0,0.07410347431636702,,0.0
2025-02-17,0.19238139628302778,3252722291,0,0.0,0.0,0.0,0.19238139628302778,,0.0
2025-02-24,0.252368093227467,3252722291,0,0.0,0.0,0.0,0.252368093227467,,0.0
2025-02-03,0.7848469452922946,32643461542,0,0.0,0.0,0.0,0.7848469452922946,,0.0
2025-02-10,0.26565201161771035,32643461542,0,0.0,0.0,0.0,0.26565201161771035,,0.0
2025-02-17,-0.28886083598760615,32643461542,0,0.0,0.0,-0.0,0.28886083598760615,,0.0
2025-02-24,-0.5049853372897486,32643461542,0,0.0,0.0,-0.0,0.5049853372897486,,0.0
2025-02-03,0.6409345326506493,32644385273,0,0.0,0.0,0.0,0.6409345326506493,,0.0
2025-02-10,0.32737042515043385,32644385273,0,0.0,0.0,0.0,0.32737042515043385,,0.0
2025-02-17,0.17960872750965068,32644385273,0,0.0,0.0,0.0,0.17960872750965068,,0.0
2025-02-24,0.15483409768274262,32644385273,0,0.0,0.0,0.0,0.15483409768274262,,0.0
2025-02-03,0.8844465859828956,32644501966,0,0.0,0.0,0.0,0.8844465859828956,,0.0
2025-02-10,0.71785664583222,32644501966,0,0.0,0.0,0.0,0.71785664583222,,0.0
2025-02-17,0.39006963391717014,32644501966,0,0.0,0.0,0.0,0.39006963391717014,,0.0
2025-02-24,0.1745540873132123,32644501966,0,0.0,0.0,0.0,0.1745540873132123,,0.0
2025-02-03,0.3626496958648709,32644518750,0,0.0,0.0,0.0,0.3626496958648709,,0.0
2025-02-10,0.5455545214138144,32644518750,1,,0.0,0.0,0.45444547858618556,0.45444547858618556,
2025-02-17,0.572851593342833,32644518750,0,0.0,0.0,0.0,0.572851593342833,,0.0
2025-02-24,0.475440556951813,32644518750,0,0.0,0.0,0.0,0.475440556951813,,0.0
2025-02-03,0.2897243181111053,32746043597,0,0.0,0.0,0.0,0.2897243181111053,,0.0
2025-02-10,0.3170654440260464,32746043597,0,0.0,0.0,0.0,0.3170654440260464,,0.0
2025-02-17,0.3269551191150568,32746043597,0,0.0,0.0,0.0,0.3269551191150568,,0.0
2025-02-24,0.3378397865429893,32746043597,0,0.0,0.0,0.0,0.3378397865429893,,0.0
2025-02-03,-0.35075129658082893,32812905448,0,0.0,0.0,-0.0,0.35075129658082893,,0.0
2025-02-10,-0.4362459542520146,32812905448,0,0.0,0.0,-0.0,0.4362459542520146,,0.0
2025-02-17,-0.25143567632219727,32812905448,0,0.0,0.0,-0.0,0.25143567632219727,,0.0
2025-02-24,0.05632425989831319,32812905448,0,0.0,0.0,0.0,0.05632425989831319,,0.0
2025-02-03,-0.048675997212228456,32815784212,0,0.0,0.0,-0.0,0.048675997212228456,,0.0
2025-02-10,-0.059579502244753516,32815784212,0,0.0,0.0,-0.0,0.059579502244753516,,0.0
2025-02-17,-0.0596050750698527,32815784212,0,0.0,0.0,-0.0,0.0596050750698527,,0.0
2025-02-24,-0.05236561660872546,32815784212,0,0.0,0.0,-0.0,0.05236561660872546,,0.0
2025-02-03,0.9630036207561222,37232337056,1,0.0,0.0,0.0,0.036996379243877775,0.036996379243877775,0.0
2025-02-10,0.7248918497887309,37232337056,0,627.0,0.0,0.0,0.7248918497887309,,454.50718981753425
2025-02-17,0.5874254374665187,37232337056,1,0.0,0.0,0.0,0.41257456253348135,0.41257456253348135,0.0
2025-02-24,0.5313676451739295,37232337056,1,627.0,627.0,333.16751352405385,0.46863235482607046,0.46863235482607046,293.83248647594615
2025-02-03,0.21658027573769925,42997339136,0,0.0,0.0,0.0,0.21658027573769925,,0.0
2025-02-10,0.19897880572694754,42997339136,0,0.0,0.0,0.0,0.19897880572694754,,0.0
2025-02-17,0.13608395626822886,42997339136,0,0.0,0.0,0.0,0.13608395626822886,,0.0
2025-02-24,0.12918160546495605,42997339136,1,0.0,0.0,0.0,0.870818394535044,0.870818394535044,0.0
2025-02-03,0.4217559453375208,42997343957,1,0.0,0.0,0.0,0.5782440546624792,0.5782440546624792,0.0
2025-02-10,0.2960424217519109,42997343957,2,0.0,0.0,0.0,1.7039575782480891,0.8519787891240446,0.0
2025-02-17,0.2743709371000216,42997343957,1,,0.0,0.0,0.7256290628999784,0.7256290628999784,
2025-02-24,0.3543265252763657,42997343957,1,0.0,0.0,0.0,0.6456734747236343,0.6456734747236343,0.0
2025-02-03,0.13933129724357038,42997346034,0,0.0,0.0,0.0,0.13933129724357038,,0.0
2025-02-10,0.15453562309095598,42997346034,0,0.0,0.0,0.0,0.15453562309095598,,0.0
2025-02-17,0.15797029745973243,42997346034,0,0.0,0.0,0.0,0.15797029745973243,,0.0
2025-02-24,0.15737673800074792,42997346034,0,0.0,0.0,0.0,0.15737673800074792,,0.0
2025-02-03,0.003349046675184167,42997353572,0,0.0,0.0,0.0,0.003349046675184167,,0.0
2025-02-10,0.037282145262083156,42997353572,0,0.0,0.0,0.0,0.037282145262083156,,0.0
2025-02-17,0.0565757065475994,42997353572,0,0.0,0.0,0.0,0.0565757065475994,,0.0
2025-02-24,0.04435446557389528,42997353572,0,0.0,0.0,0.0,0.04435446557389528,,0.0
2025-02-03,0.0344312389847776,42997357738,0,0.0,0.0,0.0,0.0344312389847776,,0.0
2025-02-10,0.040050721956446746,42997357738,0,0.0,0.0,0.0,0.040050721956446746,,0.0
2025-02-17,0.05078493794649602,42997357738,0,0.0,0.0,0.0,0.05078493794649602,,0.0
2025-02-24,0.055486789755404074,42997357738,0,0.0,0.0,0.0,0.055486789755404074,,0.0
2025-02-03,0.25793939210955796,42997360431,0,0.0,0.0,0.0,0.25793939210955796,,0.0
2025-02-10,0.18365911624665454,42997360431,0,0.0,0.0,0.0,0.18365911624665454,,0.0
2025-02-17,0.09549347500819237,42997360431,0,0.0,0.0,0.0,0.09549347500819237,,0.0
2025-02-24,0.07622675370036415,42997360431,0,0.0,0.0,0.0,0.07622675370036415,,0.0
2025-02-03,0.055770976427091966,4299736790,0,0.0,0.0,0.0,0.055770976427091966,,0.0
2025-02-10,0.07162756243808201,4299736790,0,0.0,0.0,0.0,0.07162756243808201,,0.0
2025-02-17,0.05994973284218936,4299736790,0,0.0,0.0,0.0,0.05994973284218936,,0.0
2025-02-24,0.03782478317105522,4299736790,0,0.0,0.0,0.0,0.03782478317105522,,0.0
2025-02-03,0.2044798654510123,42997372184,0,0.0,0.0,0.0,0.2044798654510123,,0.0
2025-02-10,0.2660526372446493,42997372184,0,0.0,0.0,0.0,0.2660526372446493,,0.0
2025-02-17,0.2279569506045836,42997372184,0,0.0,0.0,0.0,0.2279569506045836,,0.0
2025-02-24,0.15184691229022507,42997372184,0,0.0,0.0,0.0,0.15184691229022507,,0.0
2025-02-03,0.3811406732296121,42997374577,0,0.0,0.0,0.0,0.3811406732296121,,0.0
2025-02-10,0.11738020511403263,42997374577,1,,0.0,0.0,0.8826197948859673,0.8826197948859673,
2025-02-17,0.1898839317915212,42997374577,0,0.0,0.0,0.0,0.1898839317915212,,0.0
2025-02-24,0.5496633872907953,42997374577,0,0.0,0.0,0.0,0.5496633872907953,,0.0
2025-02-03,0.6451712224902209,42997385022,1,0.0,0.0,0.0,0.35482877750977915,0.35482877750977915,0.0
2025-02-10,0.7533720864393589,42997385022,0,,0.0,0.0,0.7533720864393589,,
2025-02-17,0.7409969198491986,42997385022,1,0.0,0.0,0.0,0.2590030801508014,0.2590030801508014,0.0
2025-02-24,0.7033177324040695,42997385022,1,,0.0,0.0,0.2966822675959305,0.2966822675959305,
2025-02-03,2.7638254633845847,4299740219,2,504.0,252.0,696.4840167729153,0.7638254633845847,0.38191273169229234,384.9680335458307
2025-02-10,4.56529622382499,4299740219,7,,0.0,0.0,2.4347037761750103,0.3478148251678586,
2025-02-17,5.7036706175886245,4299740219,1,,0.0,0.0,4.7036706175886245,4.7036706175886245,
2025-02-24,5.126965546442252,4299740219,1,0.0,0.0,0.0,4.126965546442252,4.126965546442252,0.0
2025-02-03,3.6925759205159663,42997420495,0,0.0,0.0,0.0,3.6925759205159663,,0.0
2025-02-10,3.9522136315948835,42997420495,0,0.0,0.0,0.0,3.9522136315948835,,0.0
2025-02-17,3.8276551486724815,42997420495,0,0.0,0.0,0.0,3.8276551486724815,,0.0
2025-02-24,3.6427091324771865,42997420495,1,0.0,0.0,0.0,2.6427091324771865,2.6427091324771865,0.0
2025-02-03,2.831409232377343,42997421911,5,,0.0,0.0,2.168590767622657,0.4337181535245314,
2025-02-10,2.608422901757806,42997421911,0,,0.0,0.0,2.608422901757806,,
2025-02-17,2.493334069658025,42997421911,0,0.0,0.0,0.0,2.493334069658025,,0.0
2025-02-24,2.671419804891891,42997421911,4,0.0,0.0,0.0,1.3285801951081089,0.3321450487770272,0.0
2025-02-03,2.178080537436193,42997430687,1,,0.0,0.0,1.178080537436193,1.178080537436193,
2025-02-10,2.474042011280767,42997430687,1,0.0,0.0,0.0,1.4740420112807668,1.4740420112807668,0.0
2025-02-17,2.7619384413000594,42997430687,0,0.0,0.0,0.0,2.7619384413000594,,0.0
2025-02-24,2.6256803452228494,42997430687,1,0.0,0.0,0.0,1.6256803452228494,1.6256803452228494,0.0
2025-02-03,11.864177828568023,37342256451,7,,0.0,0.0,4.864177828568023,0.694882546938289,
2025-02-10,12.322416806504679,37342256451,5,,0.0,0.0,7.322416806504679,1.4644833613009358,
2025-02-17,11.93858671207082,37342256451,4,,0.0,0.0,7.938586712070819,1.9846466780177048,
2025-02-24,11.343983383653269,37342256451,7,,0.0,0.0,4.343983383653269,0.6205690548076098,
2025-02-03,11.094773158127435,37343374872,21,,0.0,0.0,9.905226841872565,0.47167746866059834,
2025-02-10,13.216076829418025,37343374872,18,,0.0,0.0,4.783923170581975,0.26577350947677636,
2025-02-17,14.05615031601753,37343374872,8,,0.0,0.0,6.056150316017529,0.7570187895021911,
2025-02-24,12.792161820333773,37343374872,6,,0.0,0.0,6.792161820333773,1.1320269700556287,
2025-02-03,19.344501554233002,37344189072,23,21174.0,920.6086956521739,17808.716343883894,3.655498445766998,0.15893471503334775,77401.52409067041
2025-02-10,18.616383788749104,37344189072,22,,0.0,0.0,3.383616211250896,0.15380073687504073,
2025-02-17,17.06364393397473,37344189072,8,11337.0,1417.125,24181.31640993394,9.063643933974731,1.1329554917468414,102754.53127947153
2025-02-24,16.518098592006652,37344189072,8,,0.0,0.0,8.518098592006652,1.0647623240008315,
2025-02-03,-0.9474860460970547,37344544280,3,,0.0,-0.0,3.9474860460970547,1.3158286820323515,
2025-02-10,-2.2258923318050314,37344544280,6,,0.0,-0.0,8.225892331805031,1.3709820553008385,
2025-02-17,-3.5543572815285387,37344544280,2,,0.0,-0.0,5.554357281528539,2.7771786407642693,
2025-02-24,-3.853903851314793,37344544280,2,,0.0,-0.0,5.853903851314794,2.926951925657397,
2025-02-03,0.2603582110717724,38281454130,1,0.0,0.0,0.0,0.7396417889282276,0.7396417889282276,0.0
2025-02-10,0.2237980433642311,38281454130,0,750.0,0.0,0.0,0.2237980433642311,,167.84853252317333
2025-02-17,0.2583674876926753,38281454130,1,,0.0,0.0,0.7416325123073246,0.7416325123073246,
2025-02-24,0.3067476692508554,38281454130,0,0.0,0.0,0.0,0.3067476692508554,,0.0
2025-02-03,-0.021709162661299186,38282283940,0,0.0,0.0,-0.0,0.021709162661299186,,0.0
2025-02-10,-0.043878917050609485,38282283940,0,0.0,0.0,-0.0,0.043878917050609485,,0.0
2025-02-17,-0.018871884008887545,38282283940,0,0.0,0.0,-0.0,0.018871884008887545,,0.0
2025-02-24,0.017726188961249674,38282283940,0,0.0,0.0,0.0,0.017726188961249674,,0.0
2025-02-03,1.9143376676903396,38353593948,7,,0.0,0.0,5.08566233230966,0.7265231903299514,
2025-02-10,0.8611291486426937,38353593948,8,,0.0,0.0,7.138870851357306,0.8923588564196633,
2025-02-17,0.14711139261248052,38353593948,3,,0.0,0.0,2.8528886073875195,0.9509628691291732,
2025-02-24,0.2998749808191552,38353593948,3,,0.0,0.0,2.700125019180845,0.9000416730602816,
2025-02-03,6.539536735028255,38354014830,0,0.0,0.0,0.0,6.539536735028255,,0.0
2025-02-10,8.585455727114402,38354014830,0,0.0,0.0,0.0,8.585455727114402,,0.0
2025-02-17,8.939212959798295,38354014830,0,0.0,0.0,0.0,8.939212959798295,,0.0
2025-02-24,7.362488535892514,38354014830,0,0.0,0.0,0.0,7.362488535892514,,0.0
2025-02-03,8.834326216599973,38354067981,6,,0.0,0.0,2.8343262165999725,0.4723877027666621,
2025-02-10,9.363057066139623,38354067981,2,,0.0,0.0,7.363057066139623,3.6815285330698115,
2025-02-17,10.589054917361345,38354067981,4,,0.0,0.0,6.589054917361345,1.6472637293403363,
2025-02-24,11.568852387309917,38354067981,8,,0.0,0.0,3.568852387309917,0.44610654841373965,
2025-02-03,-0.24572990860352195,38354074222,0,0.0,0.0,-0.0,0.24572990860352195,,0.0
2025-02-10,-0.3102710989810503,38354074222,0,0.0,0.0,-0.0,0.3102710989810503,,0.0
2025-02-17,-0.302958088647037,38354074222,0,0.0,0.0,-0.0,0.302958088647037,,0.0
2025-02-24,-0.19172232613825121,38354074222,0,0.0,0.0,-0.0,0.19172232613825121,,0.0
2025-02-03,-0.045690308854715624,38598934876,0,0.0,0.0,-0.0,0.045690308854715624,,0.0
2025-02-10,-0.03185023703092814,38598934876,0,0.0,0.0,-0.0,0.03185023703092814,,0.0
2025-02-17,-0.01724633622642566,38598934876,0,0.0,0.0,-0.0,0.01724633622642566,,0.0
2025-02-24,-0.02485602991790057,38598934876,0,0.0,0.0,-0.0,0.02485602991790057,,0.0
2025-02-03,0.064887051896362,38599735521,0,0.0,0.0,0.0,0.064887051896362,,0.0
2025-02-10,0.09550602935125381,38599735521,0,0.0,0.0,0.0,0.09550602935125381,,0.0
2025-02-17,0.06209817857696708,38599735521,0,0.0,0.0,0.0,0.06209817857696708,,0.0
2025-02-24,0.0031022324320128802,38599735521,0,0.0,0.0,0.0,0.0031022324320128802,,0.0
2025-02-03,0.09735003503309747,38675272223,0,0.0,0.0,0.0,0.09735003503309747,,0.0
2025-02-10,0.1656831098630632,38675272223,0,0.0,0.0,0.0,0.1656831098630632,,0.0
2025-02-17,0.20830877817381596,38675272223,0,0.0,0.0,0.0,0.20830877817381596,,0.0
2025-02-24,0.18049382997551106,38675272223,0,0.0,0.0,0.0,0.18049382997551106,,0.0
2025-02-03,0.06238733732503293,38676507640,0,0.0,0.0,0.0,0.06238733732503293,,0.0
2025-02-10,0.11877856646298718,38676507640,0,0.0,0.0,0.0,0.11877856646298718,,0.0
2025-02-17,0.1573625865246968,38676507640,0,0.0,0.0,0.0,0.1573625865246968,,0.0
2025-02-24,0.1496138605143107,38676507640,0,0.0,0.0,0.0,0.1496138605143107,,0.0
2025-02-03,0.397465534324978,38676661854,0,0.0,0.0,0.0,0.397465534324978,,0.0
2025-02-10,0.306255208722499,38676661854,0,0.0,0.0,0.0,0.306255208722499,,0.0
2025-02-17,0.18356744684441142,38676661854,0,0.0,0.0,0.0,0.18356744684441142,,0.0
2025-02-24,0.16154756125232805,38676661854,0,0.0,0.0,0.0,0.16154756125232805,,0.0
2025-02-03,0.21529816654536718,38676704412,0,0.0,0.0,0.0,0.21529816654536718,,0.0
2025-02-10,0.2507245239895452,38676704412,0,0.0,0.0,0.0,0.2507245239895452,,0.0
2025-02-17,0.327908191187806,38676704412,0,0.0,0.0,0.0,0.327908191187806,,0.0
2025-02-24,0.36190611003118445,38676704412,0,0.0,0.0,0.0,0.36190611003118445,,0.0
2025-02-03,0.07691868271049156,38676726059,0,0.0,0.0,0.0,0.07691868271049156,,0.0
2025-02-10,0.04770960716149341,38676726059,0,0.0,0.0,0.0,0.04770960716149341,,0.0
2025-02-17,0.021785309392471447,38676726059,0,0.0,0.0,0.0,0.021785309392471447,,0.0
2025-02-24,0.037733705710269114,38676726059,0,0.0,0.0,0.0,0.037733705710269114,,0.0
2025-02-03,0.43083982041699775,38676919811,6,,0.0,0.0,5.569160179583002,0.9281933632638336,
2025-02-10,0.4046839602297489,38676919811,1,,0.0,0.0,0.595316039770251,0.595316039770251,
2025-02-17,0.4394429188293001,38676919811,1,,0.0,0.0,0.5605570811706999,0.5605570811706999,
2025-02-24,0.4826108401850502,38676919811,0,,0.0,0.0,0.4826108401850502,,
2025-02-03,1.753296402769624,38676944496,0,,0.0,0.0,1.753296402769624,,
2025-02-10,1.8014117264128664,38676944496,0,0.0,0.0,0.0,1.8014117264128664,,0.0
2025-02-17,1.709962516057893,38676944496,0,0.0,0.0,0.0,1.709962516057893,,0.0
2025-02-24,1.6093758839527632,38676944496,0,0.0,0.0,0.0,1.6093758839527632,,0.0
2025-02-03,0.42193866311732575,38677029055,1,0.0,0.0,0.0,0.5780613368826742,0.5780613368826742,0.0
2025-02-10,0.5100025282539021,38677029055,0,,0.0,0.0,0.5100025282539021,,
2025-02-17,0.5452320095740963,38677029055,0,0.0,0.0,0.0,0.5452320095740963,,0.0
2025-02-24,0.5190986344715839,38677029055,0,0.0,0.0,0.0,0.5190986344715839,,0.0
2025-02-03,0.5382756729619204,38677032646,0,0.0,0.0,0.0,0.5382756729619204,,0.0
2025-02-10,0.574490076623253,38677032646,0,0.0,0.0,0.0,0.574490076623253,,0.0
2025-02-17,0.6085299320124824,38677032646,0,0.0,0.0,0.0,0.6085299320124824,,0.0
2025-02-24,0.6311451052456327,38677032646,1,0.0,0.0,0.0,0.3688548947543673,0.3688548947543673,0.0
2025-02-03,1.4217389466976134,38677051225,1,0.0,0.0,0.0,0.42173894669761336,0.42173894669761336,0.0
2025-02-10,1.5488245582154527,38677051225,0,,0.0,0.0,1.5488245582154527,,
2025-02-17,1.73370008788777,38677051225,0,0.0,0.0,0.0,1.73370008788777,,0.0
2025-02-24,1.8517418019481253,38677051225,3,0.0,0.0,0.0,1.1482581980518747,0.3827527326839582,0.0
2025-02-03,1.693839590571348,38677090284,1,,0.0,0.0,0.6938395905713479,0.6938395905713479,
2025-02-10,1.6072478561081383,38677090284,1,0.0,0.0,0.0,0.6072478561081383,0.6072478561081383,0.0
2025-02-17,1.5480221030554444,38677090284,2,,0.0,0.0,0.4519778969445556,0.2259889484722778,
2025-02-24,1.5541834442075748,38677090284,1,,0.0,0.0,0.5541834442075748,0.5541834442075748,
2025-02-03,0.8156463163382084,38677235450,3,0.0,0.0,0.0,2.184353683661792,0.7281178945539306,0.0
2025-02-10,0.9118471575345632,38677235450,2,,0.0,0.0,1.0881528424654368,0.5440764212327184,
2025-02-17,0.9375966664199007,38677235450,0,,0.0,0.0,0.9375966664199007,,
2025-02-24,0.9223703036197592,38677235450,0,0.0,0.0,0.0,0.9223703036197592,,0.0
2025-02-03,0.34584743183491445,38677320037,0,0.0,0.0,0.0,0.34584743183491445,,0.0
2025-02-10,0.38102948051878727,38677320037,2,0.0,0.0,0.0,1.6189705194812127,0.8094852597406064,0.0
2025-02-17,0.34578572597681356,38677320037,0,0.0,0.0,0.0,0.34578572597681356,,0.0
2025-02-24,0.25883968088713394,38677320037,2,,0.0,0.0,1.7411603191128662,0.8705801595564331,
2025-02-03,-0.0034912998400344585,38677419399,1,0.0,0.0,-0.0,1.0034912998400345,1.0034912998400345,0.0
2025-02-10,0.00922529150105018,38677419399,0,,0.0,0.0,0.00922529150105018,,
2025-02-17,0.020302743473391595,38677419399,0,0.0,0.0,0.0,0.020302743473391595,,0.0
2025-02-24,0.01737455978764426,38677419399,1,0.0,0.0,0.0,0.9826254402123558,0.9826254402123558,0.0
2025-02-03,0.028435578920321655,38677459566,0,0.0,0.0,0.0,0.028435578920321655,,0.0
2025-02-10,0.02327142618482906,38677459566,2,0.0,0.0,0.0,1.976728573815171,0.9883642869075855,0.0
2025-02-17,0.01774631007583362,38677459566,0,,0.0,0.0,0.01774631007583362,,
2025-02-24,0.020020063112206124,38677459566,0,,0.0,0.0,0.020020063112206124,,
2025-02-03,0.04751059980795233,3867746102,0,0.0,0.0,0.0,0.04751059980795233,,0.0
2025-02-10,0.08250209795878191,3867746102,1,0.0,0.0,0.0,0.9174979020412181,0.9174979020412181,0.0
2025-02-17,0.08164219367795711,3867746102,0,,0.0,0.0,0.08164219367795711,,
2025-02-24,0.04405798269030395,3867746102,1,0.0,0.0,0.0,0.9559420173096961,0.9559420173096961,0.0
2025-02-03,0.09376783252947551,38677463756,0,0.0,0.0,0.0,0.09376783252947551,,0.0
2025-02-10,0.07881432455280973,38677463756,0,0.0,0.0,0.0,0.07881432455280973,,0.0
2025-02-17,0.04948740469343946,38677463756,0,0.0,0.0,0.0,0.04948740469343946,,0.0
2025-02-24,0.048097132515475205,38677463756,0,0.0,0.0,0.0,0.048097132515475205,,0.0
2025-02-03,0.4216089731021543,38677465824,1,0.0,0.0,0.0,0.5783910268978457,0.5783910268978457,0.0
2025-02-10,0.49898354968790815,38677465824,1,,0.0,0.0,0.5010164503120919,0.5010164503120919,
2025-02-17,0.7143770997121359,38677465824,0,0.0,0.0,0.0,0.7143770997121359,,0.0
2025-02-24,0.833204342050378,38677465824,0,0.0,0.0,0.0,0.833204342050378,,0.0
2025-02-03,21.416322093969946,38781988859,17,,0.0,0.0,4.416322093969946,0.2597836525864674,
2025-02-10,18.64398611685026,38781988859,12,,0.0,0.0,6.643986116850261,0.5536655097375217,
2025-02-17,16.228750008009907,38781988859,7,,0.0,0.0,9.228750008009907,1.3183928582871296,
2025-02-24,14.901366385887483,38781988859,18,,0.0,0.0,3.098633614112517,0.17214631189513982,
2025-02-03,0.32148440906851256,38800819249,0,0.0,0.0,0.0,0.32148440906851256,,0.0
